,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
441,77222,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Indonesia,National Office,National Office,Asia/Pacific,Actual,1939.0,1939.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Indonesia,1939.0,non_regional,National Office / Partners,Indonesia,1939.0,,0,Indonesia,2019-01-01 00:00:00,,Indonesia
442,77223,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Italy,National Office,National Office,Europe,Actual,57.0,57.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Italy,57.0,non_regional,National Office / Partners,Italy,57.0,,0,Italy,2019-01-01 00:00:00,,Italy
443,77224,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Japan,National Office,National Office,Asia/Pacific,Actual,372.0,372.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Japan,372.0,non_regional,National Office / Partners,Japan,372.0,,0,Japan,2019-01-01 00:00:00,,Japan
444,77225,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Kenya,National Office,National Office,Africa,Actual,179.0,179.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Kenya,179.0,non_regional,National Office / Partners,Kenya,179.0,,0,Kenya,2019-01-01 00:00:00,,Kenya
445,77226,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Korea,National Office,National Office,Asia/Pacific,Actual,57.0,57.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Korea,57.0,non_regional,National Office / Partners,South Korea,57.0,,0,"Korea, Republic of",2019-01-01 00:00:00,,South Korea
446,77227,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Laos,Country Office,International Country Office,Asia/Pacific,Actual,10.0,10.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Laos,10.0,non_regional,Country Office,Laos,10.0,,0,Lao People's Democratic Republic,2019-01-01 00:00:00,,Laos
447,77228,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Madagascar,Country Office,International Country Office,Africa,Actual,149.0,149.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Madagascar,149.0,non_regional,Country Office,Madagascar,149.0,,0,Madagascar,2019-01-01 00:00:00,,Madagascar
448,77229,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Malaysia,National Office,National Office,Asia/Pacific,Actual,526.0,526.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Malaysia,526.0,non_regional,National Office / Partners,Malaysia,526.0,,0,Malaysia,2019-01-01 00:00:00,,Malaysia
449,77231,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mexico,Country Office,US Country Office,Latin America/Caribbean,Actual,217.0,217.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Mexico,217.0,non_regional,Country Office,Mexico,217.0,,0,Mexico,2019-01-01 00:00:00,,Mexico
450,77232,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mongolia,Country Office,International Country Office,Asia/Pacific,Actual,34.0,34.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Mongolia,34.0,non_regional,Country Office,Mongolia,34.0,,0,Mongolia,2019-01-01 00:00:00,,Mongolia
451,77233,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mozambique,Country Office,International Country Office,Africa,Actual,176.0,176.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Mozambique,176.0,non_regional,Country Office,Mozambique,176.0,,0,Mozambique,2019-01-01 00:00:00,,Mozambique
452,77234,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Myanmar,Country Office,International Country Office,Asia/Pacific,Actual,246.0,246.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Myanmar,246.0,non_regional,Country Office,Myanmar,246.0,,0,Burma,2019-01-01 00:00:00,,Myanmar
453,77235,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Namibia,Country Office,US Country Office,Africa,Actual,78.0,78.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Namibia,78.0,non_regional,Country Office,Namibia,78.0,,0,Namibia,2019-01-01 00:00:00,,Namibia
454,77236,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Nepal,Country Office,US Country Office,Asia/Pacific,Actual,136.0,136.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Nepal,136.0,non_regional,Country Office,Nepal,136.0,,0,Nepal,2019-01-01 00:00:00,,Nepal
455,77237,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Netherlands,National Office,National Office,Europe,Actual,432.0,432.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Netherlands,432.0,non_regional,National Office / Partners,Netherlands,432.0,,0,Netherlands,2019-01-01 00:00:00,,Netherlands
456,77238,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-New Zealand,National Office,National Office,Asia/Pacific,Actual,86.0,86.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-New Zealand,86.0,non_regional,National Office / Partners,New Zealand,86.0,,0,New Zealand,2019-01-01 00:00:00,,New Zealand
457,77239,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Norway,National Office,National Office,Europe,Actual,117.0,117.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Norway,117.0,non_regional,National Office / Partners,Norway,117.0,,0,Norway,2019-01-01 00:00:00,,Norway
458,77241,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pakistan,National Office,National Office,Asia/Pacific,Actual,159.0,159.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Pakistan,159.0,non_regional,National Office / Partners,Pakistan,159.0,,0,Pakistan,2019-01-01 00:00:00,,Pakistan
459,77242,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Paraguay,Country Office,US Country Office,Latin America/Caribbean,Actual,126.0,126.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Paraguay,126.0,non_regional,Country Office,Paraguay,126.0,,0,Paraguay,2019-01-01 00:00:00,,Paraguay
460,77243,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Peru,Country Office,US Country Office,Latin America/Caribbean,Actual,168.0,168.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Peru,168.0,non_regional,Country Office,Peru,168.0,,0,Peru,2019-01-01 00:00:00,,Peru
461,77244,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Philippines,National Office,National Office,Asia/Pacific,Actual,48.0,48.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Philippines,48.0,non_regional,National Office / Partners,Philippines,48.0,,0,Philippines,2019-01-01 00:00:00,,Philippines
462,77245,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Poland,National Office,National Office,Europe,Actual,37.0,37.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Poland,37.0,non_regional,National Office / Partners,Poland,37.0,,0,Poland,2019-01-01 00:00:00,,Poland
463,77247,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Singapore,National Office,National Office,Asia/Pacific,Actual,302.0,302.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Singapore,302.0,non_regional,National Office / Partners,Singapore,302.0,,0,Singapore,2019-01-01 00:00:00,,Singapore
464,77248,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-South Africa,National Office,National Office,Africa,Actual,277.0,277.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-South Africa,277.0,non_regional,National Office / Partners,South Africa,277.0,,0,South Africa,2019-01-01 00:00:00,,South Africa
