,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
295,51172,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Emirates Nature (UAE),Partners,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Emirates Nature (UAE),0.0,non_regional,National Office / Partners / Partners,United Arab Emirates,0.0,,0,United Arab Emirates,2021-01-01 00:00:00,,United Arab Emirates
296,51176,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Australia,National Office,National Office,Asia/Pacific,Actual,23.0,23.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Australia,23.0,non_regional,National Office / Partners / Partners,Australia,23.0,,0,Australia,2021-01-01 00:00:00,,Australia
297,51177,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Austria,National Office,National Office,Europe,Actual,1.0,1.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Austria,1.0,non_regional,National Office / Partners / Partners,Austria,1.0,,0,Austria,2021-01-01 00:00:00,,Austria
298,51178,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Belgium,National Office,National Office,Europe,Actual,3.0,3.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Belgium,3.0,non_regional,National Office / Partners / Partners,Belgium,3.0,,0,Belgium,2021-01-01 00:00:00,,Belgium
299,51179,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bhutan,Country Office,US Country Office,Asia/Pacific,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Bhutan,0.0,non_regional,Country Office,Bhutan,0.0,,0,Bhutan,2021-01-01 00:00:00,,Bhutan
300,51180,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bolivia,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Bolivia,0.0,non_regional,Country Office,Bolivia,0.0,,0,Bolivia,2021-01-01 00:00:00,,Bolivia
301,51181,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Brazil,National Office,National Office,Latin America/Caribbean,Actual,1.0,1.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Brazil,1.0,non_regional,National Office / Partners / Partners,Brazil,1.0,,0,Brazil,2021-01-01 00:00:00,,Brazil
302,51182,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cambodia,Country Office,International Country Office,Asia/Pacific,Actual,18.0,18.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Cambodia,18.0,non_regional,Country Office,Cambodia,18.0,,0,Cambodia,2021-01-01 00:00:00,,Cambodia
303,51183,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cameroon,Country Office,International Country Office,Africa,Actual,27.0,27.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Cameroon,27.0,non_regional,Country Office,Cameroon,27.0,,0,Cameroon,2021-01-01 00:00:00,,Cameroon
304,51184,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Canada,National Office,National Office,North America,Actual,4.0,4.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-Canada,4.0,non_regional,National Office / Partners / Partners,Canada,4.0,,0,Canada,2021-01-01 00:00:00,,Canada
305,51186,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central African Rep.,Country Office,International Country Office,Africa,Actual,30.0,30.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Central African Rep.,30.0,non_regional,Country Office,Central African Republic,30.0,,0,Central African Republic,2021-01-01 00:00:00,,Central African Republic
306,51188,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Chile,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Chile,0.0,non_regional,Country Office,Chile,0.0,,0,Chile,2021-01-01 00:00:00,,Chile
307,51189,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-China,National Office,International Country Office,Asia/Pacific,Actual,219.0,219.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-China,219.0,non_regional,National Office / Partners,China,219.0,,0,China,2021-01-01 00:00:00,,China
308,51190,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Colombia,National Office,National Office,Latin America/Caribbean,Actual,21.0,21.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Colombia,21.0,non_regional,National Office / Partners,Colombia,21.0,,0,Colombia,2021-01-01 00:00:00,,Colombia
309,51191,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Dem. Rep. of Congo,Country Office,International Country Office,Africa,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Dem. Rep. of Congo,0.0,non_regional,Country Office,Democratic Republic of the Congo,0.0,,0,Democratic Republic of the Congo,2021-01-01 00:00:00,,Democratic Republic of the Congo
310,51192,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Denmark,National Office,National Office,Europe,Actual,4.0,4.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Denmark,4.0,non_regional,National Office / Partners,Denmark,4.0,,0,Denmark,2021-01-01 00:00:00,,Denmark
311,51193,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Ecuador,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Ecuador,0.0,non_regional,Country Office,Ecuador,0.0,,0,Ecuador,2021-01-01 00:00:00,,Ecuador
312,51195,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Finland,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Finland,0.0,non_regional,National Office / Partners,Finland,0.0,,0,Finland,2021-01-01 00:00:00,,Finland
313,51196,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-France,National Office,National Office,Europe,Actual,8.0,8.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-France,8.0,non_regional,National Office / Partners,France,8.0,,0,France,2021-01-01 00:00:00,,France
314,51197,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Gabon,Country Office,International Country Office,Africa,Actual,11.0,11.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Gabon,11.0,non_regional,Country Office,Gabon,11.0,,0,Gabon,2021-01-01 00:00:00,,Gabon
315,51198,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Germany,National Office,National Office,Europe,Actual,14.0,14.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Germany,14.0,non_regional,National Office / Partners,Germany,14.0,,0,Germany,2021-01-01 00:00:00,,Germany
316,51200,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Greece,National Office,National Office,Europe,Actual,2.0,2.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Greece,2.0,non_regional,National Office / Partners,Greece,2.0,,0,Greece,2021-01-01 00:00:00,,Greece
317,51203,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Hong-Kong,National Office,National Office,Asia/Pacific,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Hong-Kong,0.0,non_regional,National Office / Partners,"Hong Kong, Special Administrative Region of China",0.0,,0,Hong Kong,2021-01-01 00:00:00,,"Hong Kong, Special Administrative Region of China"
318,51204,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-India,National Office,National Office,Asia/Pacific,Actual,17.0,17.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-India,17.0,non_regional,National Office / Partners,India,17.0,,0,India,2021-01-01 00:00:00,,India
319,51205,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Indonesia,National Office,National Office,Asia/Pacific,Actual,388.0,388.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Indonesia,388.0,non_regional,National Office / Partners,Indonesia,388.0,,0,Indonesia,2021-01-01 00:00:00,,Indonesia
320,51206,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Italy,National Office,National Office,Europe,Actual,11.0,11.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Italy,11.0,non_regional,National Office / Partners,Italy,11.0,,0,Italy,2021-01-01 00:00:00,,Italy
321,51207,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Japan,National Office,National Office,Asia/Pacific,Actual,10.0,10.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Japan,10.0,non_regional,National Office / Partners,Japan,10.0,,0,Japan,2021-01-01 00:00:00,,Japan
322,51208,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Kenya,National Office,National Office,Africa,Actual,18.0,18.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Kenya,18.0,non_regional,National Office / Partners,Kenya,18.0,,0,Kenya,2021-01-01 00:00:00,,Kenya
323,51209,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Korea,National Office,National Office,Asia/Pacific,Actual,3.0,3.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Korea,3.0,non_regional,National Office / Partners,South Korea,3.0,,0,"Korea, Republic of",2021-01-01 00:00:00,,South Korea
324,51210,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Laos,Country Office,International Country Office,Asia/Pacific,Actual,24.0,24.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Laos,24.0,non_regional,Country Office,Laos,24.0,,0,Lao People's Democratic Republic,2021-01-01 00:00:00,,Laos
325,51211,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Madagascar,Country Office,International Country Office,Africa,Actual,14.0,14.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Madagascar,14.0,non_regional,Country Office,Madagascar,14.0,,0,Madagascar,2021-01-01 00:00:00,,Madagascar
326,51212,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Malaysia,National Office,National Office,Asia/Pacific,Actual,26.0,26.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Malaysia,26.0,non_regional,National Office / Partners,Malaysia,26.0,,0,Malaysia,2021-01-01 00:00:00,,Malaysia
327,51214,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mexico,Country Office,US Country Office,Latin America/Caribbean,Actual,7.0,7.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Mexico,7.0,non_regional,Country Office,Mexico,7.0,,0,Mexico,2021-01-01 00:00:00,,Mexico
328,51215,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mongolia,Country Office,International Country Office,Asia/Pacific,Actual,15.0,15.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Mongolia,15.0,non_regional,Country Office,Mongolia,15.0,,0,Mongolia,2021-01-01 00:00:00,,Mongolia
329,51216,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mozambique,Country Office,International Country Office,Africa,Actual,92.0,92.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Mozambique,92.0,non_regional,Country Office,Mozambique,92.0,,0,Mozambique,2021-01-01 00:00:00,,Mozambique
330,51217,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Myanmar,Country Office,International Country Office,Asia/Pacific,Actual,18.0,18.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Myanmar,18.0,non_regional,Country Office,Myanmar,18.0,,0,Burma,2021-01-01 00:00:00,,Myanmar
331,51218,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Namibia,Country Office,US Country Office,Africa,Actual,23.0,23.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Namibia,23.0,non_regional,Country Office,Namibia,23.0,,0,Namibia,2021-01-01 00:00:00,,Namibia
332,51219,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Nepal,Country Office,US Country Office,Asia/Pacific,Actual,89.0,89.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Nepal,89.0,non_regional,Country Office,Nepal,89.0,,0,Nepal,2021-01-01 00:00:00,,Nepal
333,51220,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Netherlands,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Netherlands,0.0,non_regional,National Office / Partners,Netherlands,0.0,,0,Netherlands,2021-01-01 00:00:00,,Netherlands
334,51221,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-New Zealand,National Office,National Office,Asia/Pacific,Actual,7.0,7.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-New Zealand,7.0,non_regional,National Office / Partners,New Zealand,7.0,,0,New Zealand,2021-01-01 00:00:00,,New Zealand
335,51222,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Norway,National Office,National Office,Europe,Actual,40.0,40.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Norway,40.0,non_regional,National Office / Partners,Norway,40.0,,0,Norway,2021-01-01 00:00:00,,Norway
336,51224,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pakistan,National Office,National Office,Asia/Pacific,Actual,42.0,42.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Pakistan,42.0,non_regional,National Office / Partners,Pakistan,42.0,,0,Pakistan,2021-01-01 00:00:00,,Pakistan
337,51225,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Paraguay,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Paraguay,0.0,non_regional,Country Office,Paraguay,0.0,,0,Paraguay,2021-01-01 00:00:00,,Paraguay
338,51226,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Peru,Country Office,US Country Office,Latin America/Caribbean,Actual,5.0,5.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Peru,5.0,non_regional,Country Office,Peru,5.0,,0,Peru,2021-01-01 00:00:00,,Peru
339,51227,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Philippines,National Office,National Office,Asia/Pacific,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Philippines,0.0,non_regional,National Office / Partners,Philippines,0.0,,0,Philippines,2021-01-01 00:00:00,,Philippines
340,51228,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Poland,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Poland,0.0,non_regional,National Office / Partners,Poland,0.0,,0,Poland,2021-01-01 00:00:00,,Poland
341,51230,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Singapore,National Office,National Office,Asia/Pacific,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Singapore,0.0,non_regional,National Office / Partners,Singapore,0.0,,0,Singapore,2021-01-01 00:00:00,,Singapore
342,51231,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-South Africa,National Office,National Office,Africa,Actual,133.0,133.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-South Africa,133.0,non_regional,National Office / Partners,South Africa,133.0,,0,South Africa,2021-01-01 00:00:00,,South Africa
343,51232,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Spain,National Office,National Office,Europe,Actual,14.0,14.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Spain,14.0,non_regional,National Office / Partners,Spain,14.0,,0,Spain,2021-01-01 00:00:00,,Spain
344,51233,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Sweden,National Office,National Office,Europe,Actual,6.0,6.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Sweden,6.0,non_regional,National Office / Partners,Sweden,6.0,,0,Sweden,2021-01-01 00:00:00,,Sweden
345,51234,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Switzerland,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Switzerland,0.0,non_regional,National Office / Partners,Switzerland,0.0,,0,Switzerland,2021-01-01 00:00:00,,Switzerland
346,51235,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Tanzania,Country Office,International Country Office,Africa,Actual,52.0,52.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Tanzania,52.0,non_regional,Country Office,"Tanzania, United Republic of",52.0,,0,United Republic of Tanzania,2021-01-01 00:00:00,,"Tanzania, United Republic of"
347,51236,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Thailand,Country Office,International Country Office,Asia/Pacific,Actual,33.0,33.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Thailand,33.0,non_regional,Country Office,Thailand,33.0,,0,Thailand,2021-01-01 00:00:00,,Thailand
